review_text,star_rating,timestamp,clean_text,normalized_text,sentiment,aspects
"Bagus bgt, abang kurir juga ramah recommended seller.",4,2025-09-26 09:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"jam tangan sampai dengan selamat, original sih tapi pengirimannya lambat.",3,2026-04-23 08:14:08,jam tangan sampai dengan selamat original sih tapi pengirimannya lambat,jam tangan sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"sepatu bagus, packing aman pake bubble wrap.",4,2026-08-20 18:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Pengirimannya lama bgt, abang kurir lambat, skincare penyok.",1,2025-12-14 23:14:08,pengirimannya lama bgt abang kurir lambat skincare penyok,pengiriman lama banget abang kurir lambat skincare penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",4,2025-10-12 14:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Mantap, hp kualitasnya original juara.",5,2026-09-17 12:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-05-23 12:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat bgt, jam tangan original.",4,2025-12-27 23:14:08,pengiriman cepat bgt jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Mantap, skincare kualitasnya original juara.",5,2025-12-15 21:14:08,mantap skincare kualitasnya original juara,mantap skincare kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, hp sesuai deskripsi.",4,2026-08-03 09:14:08,admin ramah responnya cepat hp sesuai deskripsi,admin ramah responnya cepat hp sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Sesuai harga, baju cukup oke, admin biasa aja.",3,2026-06-20 21:14:08,sesuai harga baju cukup oke admin biasa aja,sesuai harga baju cukup oke admin biasa aja,Neutral,Customer Service
"Sesuai harga, skincare cukup oke, admin biasa aja.",3,2025-11-12 04:14:08,sesuai harga skincare cukup oke admin biasa aja,sesuai harga skincare cukup oke admin biasa aja,Neutral,Customer Service
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",5,2026-07-28 12:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Mantap, hp kualitasnya original juara.",5,2026-08-08 11:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Mantap, baju kualitasnya original juara.",5,2026-08-24 08:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, baju sesuai deskripsi.",5,2025-12-04 05:14:08,admin ramah responnya cepat baju sesuai deskripsi,admin ramah responnya cepat baju sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"hp bagus, packing aman pake bubble wrap.",4,2026-03-28 01:14:08,hp bagus packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Gpp lah, agak lama tapi hp masih utuh.",3,2026-02-20 13:14:08,gpp lah agak lama tapi hp masih utuh,tidak apa-apa lah agak lama tapi hp masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Pengiriman cepat bgt, skincare original.",4,2026-03-01 10:14:08,pengiriman cepat bgt skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
"Admin acuh, respon lambat, skincare sepertinya tiruan.",1,2026-06-11 05:14:08,admin acuh respon lambat skincare sepertinya tiruan,admin acuh respon lambat skincare sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Biasa aja, pengiriman standar.",3,2026-06-06 03:14:08,biasa aja pengiriman standar,biasa aja pengiriman standar,Neutral,Shipping/Delivery
"Mantap, skincare kualitasnya original juara.",5,2026-06-23 18:14:08,mantap skincare kualitasnya original juara,mantap skincare kualitasnya original juara,Positive,Product Quality
"tas bgs, packing aman pake bubble wrap.",5,2025-10-18 22:14:08,tas bgs packing aman pake bubble wrap,tas bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, hp sesuai deskripsi.",5,2026-07-20 04:14:08,admin ramah responnya cepat hp sesuai deskripsi,admin ramah responnya cepat hp sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Gpp lah, agak lama tapi sepatu masih utuh.",3,2026-06-08 00:14:08,gpp lah agak lama tapi sepatu masih utuh,tidak apa-apa lah agak lama tapi sepatu masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2025-12-08 09:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"hp bgs, packing aman pake bubble wrap.",5,2025-11-24 23:14:08,hp bgs packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-09-18 16:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"sepatu bgs, packing aman pake bubble wrap.",5,2026-01-28 14:14:08,sepatu bgs packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, tas kualitasnya original juara.",5,2026-06-06 07:14:08,mantap tas kualitasnya original juara,mantap tas kualitasnya original juara,Positive,Product Quality
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2025-11-30 12:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",4,2025-09-19 14:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengirimannya lama bgt, abang kurir lambat, sepatu penyok.",1,2026-08-17 23:14:08,pengirimannya lama bgt abang kurir lambat sepatu penyok,pengiriman lama banget abang kurir lambat sepatu penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"jam tangan bagus, packing aman pake bubble wrap.",4,2026-06-22 10:14:08,jam tangan bagus packing aman pake bubble wrap,jam tangan bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, jam tangan kualitasnya original juara.",4,2025-11-26 19:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Admin acuh, respon lambat, tas sepertinya tiruan.",1,2025-10-10 20:14:08,admin acuh respon lambat tas sepertinya tiruan,admin acuh respon lambat tas sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Sesuai harga, hp cukup oke, admin biasa aja.",3,2026-05-28 01:14:08,sesuai harga hp cukup oke admin biasa aja,sesuai harga hp cukup oke admin biasa aja,Neutral,Customer Service
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-07-07 20:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",4,2026-07-27 08:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2025-11-17 09:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat bgt, baju original.",4,2026-08-16 21:14:08,pengiriman cepat bgt baju original,pengiriman cepat banget baju original,Positive,"Shipping/Delivery,Product Quality"
"baju sampai dengan selamat, original sih tapi pengiriman lambat.",3,2025-10-20 12:14:08,baju sampai dengan selamat original sih tapi pengiriman lambat,baju sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Kecewa, jam tangan cacat tidak sesuai gambar.",1,2026-07-18 13:14:08,kecewa jam tangan cacat tidak sesuai gambar,kecewa jam tangan cacat tidak sesuai gambar,Negative,Product Quality
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-04-29 06:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"tas bagus, packing aman pake bubble wrap.",4,2026-02-14 22:14:08,tas bagus packing aman pake bubble wrap,tas bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Kecewa, jam tangan cacat tidak sesuai gambar.",2,2026-08-06 15:14:08,kecewa jam tangan cacat tidak sesuai gambar,kecewa jam tangan cacat tidak sesuai gambar,Negative,Product Quality
"sepatu bagus, packing aman pake bubble wrap.",4,2026-03-05 14:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"tas bagus, packing aman pake bubble wrap.",4,2026-04-22 13:14:08,tas bagus packing aman pake bubble wrap,tas bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, jam tangan kualitasnya original juara.",5,2026-03-06 09:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Pengirimannya lama banget, kurir lambat, hp penyok.",1,2026-07-07 23:14:08,pengirimannya lama banget kurir lambat hp penyok,pengiriman lama banget kurir lambat hp penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"baju cacat, packing rusak dan bocor.",2,2026-04-09 16:14:08,baju cacat packing rusak dan bocor,baju cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-03-20 10:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, hp kualitasnya original juara.",5,2026-08-13 17:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Mantap, baju kualitasnya original juara.",5,2026-04-14 06:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Kurir lambat, baju hancur pas sampai ga pake bubble wrap.",2,2026-03-26 04:14:08,kurir lambat baju hancur pas sampai ga pake bubble wrap,kurir lambat baju hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin ramah responnya cepat, skincare sesuai deskripsi.",5,2026-04-16 06:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-03-24 22:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, skincare kualitasnya original juara.",5,2025-11-24 05:14:08,mantap skincare kualitasnya original juara,mantap skincare kualitasnya original juara,Positive,Product Quality
"Pengirimannya lama bgt, abang kurir lambat, sepatu penyok.",1,2026-07-19 11:14:08,pengirimannya lama bgt abang kurir lambat sepatu penyok,pengiriman lama banget abang kurir lambat sepatu penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin acuh, respon lambat, tas sepertinya tiruan.",2,2026-07-28 12:14:08,admin acuh respon lambat tas sepertinya tiruan,admin acuh respon lambat tas sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"sepatu bagus, packing aman pake bubble wrap.",5,2025-11-08 08:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Mantap, sepatu kualitasnya original juara.",4,2026-08-01 19:14:08,mantap sepatu kualitasnya original juara,mantap sepatu kualitasnya original juara,Positive,Product Quality
"Pengiriman cepat bgt, jam tangan original.",5,2026-01-21 01:14:08,pengiriman cepat bgt jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",5,2026-08-11 20:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Mantap, baju kualitasnya original juara.",4,2026-03-04 01:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",5,2026-08-05 01:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Kurir lambat, skincare hancur pas sampai ga pake bubble wrap.",1,2026-05-03 07:14:08,kurir lambat skincare hancur pas sampai ga pake bubble wrap,kurir lambat skincare hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Mantap, jam tangan kualitasnya original juara.",4,2026-04-02 03:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Admin acuh, respon lambat, skincare sepertinya tiruan.",1,2025-10-29 13:14:08,admin acuh respon lambat skincare sepertinya tiruan,admin acuh respon lambat skincare sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",4,2026-01-22 16:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"hp bgs, packing aman pake bubble wrap.",5,2026-05-22 01:14:08,hp bgs packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Kecewa, jam tangan cacat tdk sesuai gambar.",1,2026-06-07 22:14:08,kecewa jam tangan cacat tdk sesuai gambar,kecewa jam tangan cacat tidak sesuai gambar,Negative,Product Quality
"tas bagus, packing aman pake bubble wrap.",5,2025-11-04 09:14:08,tas bagus packing aman pake bubble wrap,tas bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Pengiriman cepat bgt, sepatu original.",5,2026-06-05 06:14:08,pengiriman cepat bgt sepatu original,pengiriman cepat banget sepatu original,Positive,"Shipping/Delivery,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-08-13 06:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Kecewa, hp cacat tidak sesuai gambar.",2,2025-11-30 19:14:08,kecewa hp cacat tidak sesuai gambar,kecewa hp cacat tidak sesuai gambar,Negative,Product Quality
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-07-10 18:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Gpp lah, agak lama tapi tas masih utuh.",3,2026-08-24 19:14:08,gpp lah agak lama tapi tas masih utuh,tidak apa-apa lah agak lama tapi tas masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"skincare bgs, packing aman pake bubble wrap.",5,2026-07-29 23:14:08,skincare bgs packing aman pake bubble wrap,skincare bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-04-09 19:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
